Term,Date,Value
Inclusive AI,3/1/2013,0
Inclusive AI,4/1/2013,0.6053745975648881
Inclusive AI,5/1/2013,0
Inclusive AI,6/1/2013,0
Inclusive AI,7/1/2013,0
Inclusive AI,8/1/2013,0
Inclusive AI,9/1/2013,0
Inclusive AI,10/1/2013,0
Inclusive AI,11/1/2013,0
Inclusive AI,12/1/2013,0
Inclusive AI,1/1/2014,0
Inclusive AI,2/1/2014,0
Inclusive AI,3/1/2014,0
Inclusive AI,4/1/2014,0
Inclusive AI,5/1/2014,0
Inclusive AI,6/1/2014,0
Inclusive AI,7/1/2014,0
Inclusive AI,8/1/2014,0
Inclusive AI,9/1/2014,0
Inclusive AI,10/1/2014,0
Inclusive AI,11/1/2014,0
Inclusive AI,12/1/2014,0
Inclusive AI,1/1/2015,0.5317383821184313
Inclusive AI,2/1/2015,0.5136023497535359
Inclusive AI,3/1/2015,0
Inclusive AI,4/1/2015,0
Inclusive AI,5/1/2015,0
Inclusive AI,6/1/2015,0
Inclusive AI,7/1/2015,0
Inclusive AI,8/1/2015,0
Inclusive AI,9/1/2015,0
Inclusive AI,10/1/2015,0
Inclusive AI,11/1/2015,0
Inclusive AI,12/1/2015,0
Inclusive AI,1/1/2016,0
Inclusive AI,2/1/2016,0
Inclusive AI,3/1/2016,0
Inclusive AI,4/1/2016,0
Inclusive AI,5/1/2016,0.4220379528154457
Inclusive AI,6/1/2016,0
Inclusive AI,7/1/2016,0
Inclusive AI,8/1/2016,0
Inclusive AI,9/1/2016,0
Inclusive AI,10/1/2016,0
Inclusive AI,11/1/2016,0
Inclusive AI,12/1/2016,0
Inclusive AI,1/1/2017,0.4899619402914662
Inclusive AI,2/1/2017,0
Inclusive AI,3/1/2017,0
